Title,Authors,Abstract,arXiv ID,PDF_Link
Differentiable Search of Accurate and Robust Architectures,"Yuwei Ou, Xiangning Xie, Shangce Gao, Yanan Sun, Kay Chen Tan, Jiancheng Lv","Deep neural networks (DNNs) are found to be vulnerable to adversarial
attacks, and various methods have been proposed for the defense. Among these
methods, adversarial training has been drawing increasing attention because of
its simplicity and effectiveness. However, the performance of the adversarial
training is greatly limited by the architectures of target DNNs, which often
makes the resulting DNNs with poor accuracy and unsatisfactory robustness. To
address this problem, we propose DSARA to automatically search for the neural
architectures that are accurate and robust after adversarial training. In
particular, we design a novel cell-based search space specially for adversarial
training, which improves the accuracy and the robustness upper bound of the
searched architectures by carefully designing the placement of the cells and
the proportional relationship of the filter numbers. Then we propose a
two-stage search strategy to search for both accurate and robust neural
architectures. At the first stage, the architecture parameters are optimized to
minimize the adversarial loss, which makes full use of the effectiveness of the
adversarial training in enhancing the robustness. At the second stage, the
architecture parameters are optimized to minimize both the natural loss and the
adversarial loss utilizing the proposed multi-objective adversarial training
method, so that the searched neural architectures are both accurate and robust.
We evaluate the proposed algorithm under natural data and various adversarial
attacks, which reveals the superiority of the proposed method in terms of both
accurate and robust architectures. We also conclude that accurate and robust
neural architectures tend to deploy very different structures near the input
and the output, which has great practical significance on both hand-crafting
and automatically designing of accurate and robust neural architectures.",2212.14049v2,https://arxiv.org/pdf/2212.14049v2
Robust Sequence Networked Submodular Maximization,"Qihao Shi, Bingyang Fu, Can Wang, Jiawei Chen, Sheng Zhou, Yan Feng, Chun Chen","In this paper, we study the \underline{R}obust \underline{o}ptimization for
\underline{se}quence \underline{Net}worked \underline{s}ubmodular maximization
(RoseNets) problem. We interweave the robust optimization with the sequence
networked submodular maximization. The elements are connected by a directed
acyclic graph and the objective function is not submodular on the elements but
on the edges in the graph. Under such networked submodular scenario, the impact
of removing an element from a sequence depends both on its position in the
sequence and in the network. This makes the existing robust algorithms
inapplicable. In this paper, we take the first step to study the RoseNets
problem. We design a robust greedy algorithm, which is robust against the
removal of an arbitrary subset of the selected elements. The approximation
ratio of the algorithm depends both on the number of the removed elements and
the network topology. We further conduct experiments on real applications of
recommendation and link prediction. The experimental results demonstrate the
effectiveness of the proposed algorithm.",2212.13725v2,https://arxiv.org/pdf/2212.13725v2
"Optimal algorithms for group distributionally robust optimization and
  beyond","Tasuku Soma, Khashayar Gatmiry, Stefanie Jegelka","Distributionally robust optimization (DRO) can improve the robustness and
fairness of learning methods. In this paper, we devise stochastic algorithms
for a class of DRO problems including group DRO, subpopulation fairness, and
empirical conditional value at risk (CVaR) optimization. Our new algorithms
achieve faster convergence rates than existing algorithms for multiple DRO
settings. We also provide a new information-theoretic lower bound that implies
our bounds are tight for group DRO. Empirically, too, our algorithms outperform
known methods",2212.13669v1,https://arxiv.org/pdf/2212.13669v1
"Robust Consensus Clustering and its Applications for Advertising
  Forecasting","Deguang Kong, Miao Lu, Konstantin Shmakov, Jian Yang","Consensus clustering aggregates partitions in order to find a better fit by
reconciling clustering results from different sources/executions. In practice,
there exist noise and outliers in clustering task, which, however, may
significantly degrade the performance. To address this issue, we propose a
novel algorithm -- robust consensus clustering that can find common ground
truth among experts' opinions, which tends to be minimally affected by the bias
caused by the outliers. In particular, we formalize the robust consensus
clustering problem as a constraint optimization problem, and then derive an
effective algorithm upon alternating direction method of multipliers (ADMM)
with rigorous convergence guarantee. Our method outperforms the baselines on
benchmarks. We apply the proposed method to the real-world advertising campaign
segmentation and forecasting tasks using the proposed consensus clustering
results based on the similarity computed via Kolmogorov-Smirnov Statistics. The
accurate clustering result is helpful for building the advertiser profiles so
as to perform the forecasting.",2301.00717v1,https://arxiv.org/pdf/2301.00717v1
"Robust computation of optimal transport by $β$-potential
  regularization","Shintaro Nakamura, Han Bao, Masashi Sugiyama","Optimal transport (OT) has become a widely used tool in the machine learning
field to measure the discrepancy between probability distributions. For
instance, OT is a popular loss function that quantifies the discrepancy between
an empirical distribution and a parametric model. Recently, an entropic penalty
term and the celebrated Sinkhorn algorithm have been commonly used to
approximate the original OT in a computationally efficient way. However, since
the Sinkhorn algorithm runs a projection associated with the Kullback-Leibler
divergence, it is often vulnerable to outliers. To overcome this problem, we
propose regularizing OT with the \beta-potential term associated with the
so-called $\beta$-divergence, which was developed in robust statistics. Our
theoretical analysis reveals that the $\beta$-potential can prevent the mass
from being transported to outliers. We experimentally demonstrate that the
transport matrix computed with our algorithm helps estimate a probability
distribution robustly even in the presence of outliers. In addition, our
proposed method can successfully detect outliers from a contaminated dataset",2212.13251v1,https://arxiv.org/pdf/2212.13251v1
A Bayesian Robust Regression Method for Corrupted Data Reconstruction,"Zheyi Fan, Zhaohui Li, Jingyan Wang, Dennis K. J. Lin, Xiao Xiong, Qingpei Hu","Because of the widespread existence of noise and data corruption, recovering
the true regression parameters with a certain proportion of corrupted response
variables is an essential task. Methods to overcome this problem often involve
robust least-squares regression, but few methods perform well when confronted
with severe adaptive adversarial attacks. In many applications, prior knowledge
is often available from historical data or engineering experience, and by
incorporating prior information into a robust regression method, we develop an
effective robust regression method that can resist adaptive adversarial
attacks. First, we propose the novel TRIP (hard Thresholding approach to Robust
regression with sImple Prior) algorithm, which improves the breakdown point
when facing adaptive adversarial attacks. Then, to improve the robustness and
reduce the estimation error caused by the inclusion of priors, we use the idea
of Bayesian reweighting to construct the more robust BRHT (robust Bayesian
Reweighting regression via Hard Thresholding) algorithm. We prove the
theoretical convergence of the proposed algorithms under mild conditions, and
extensive experiments show that under different types of dataset attacks, our
algorithms outperform other benchmark ones. Finally, we apply our methods to a
data-recovery problem in a real-world application involving a space solar
array, demonstrating their good applicability.",2212.12787v2,https://arxiv.org/pdf/2212.12787v2
Benchmark for Uncertainty & Robustness in Self-Supervised Learning,"Ha Manh Bui, Iliana Maifeld-Carucci","Self-Supervised Learning (SSL) is crucial for real-world applications,
especially in data-hungry domains such as healthcare and self-driving cars. In
addition to a lack of labeled data, these applications also suffer from
distributional shifts. Therefore, an SSL method should provide robust
generalization and uncertainty estimation in the test dataset to be considered
a reliable model in such high-stakes domains. However, existing approaches
often focus on generalization, without evaluating the model's uncertainty. The
ability to compare SSL techniques for improving these estimates is therefore
critical for research on the reliability of self-supervision models. In this
paper, we explore variants of SSL methods, including Jigsaw Puzzles, Context,
Rotation, Geometric Transformations Prediction for vision, as well as BERT and
GPT for language tasks. We train SSL in auxiliary learning for vision and
pre-training for language model, then evaluate the generalization (in-out
classification accuracy) and uncertainty (expected calibration error) across
different distribution covariate shift datasets, including MNIST-C, CIFAR-10-C,
CIFAR-10.1, and MNLI. Our goal is to create a benchmark with outputs from
experiments, providing a starting point for new SSL methods in Reliable Machine
Learning. All source code to reproduce results is available at
https://github.com/hamanhbui/reliable_ssl_baselines.",2212.12411v1,https://arxiv.org/pdf/2212.12411v1
"Robust Meta-Representation Learning via Global Label Inference and
  Classification","Ruohan Wang, Isak Falk, Massimiliano Pontil, Carlo Ciliberto","Few-shot learning (FSL) is a central problem in meta-learning, where learners
must efficiently learn from few labeled examples. Within FSL, feature
pre-training has recently become an increasingly popular strategy to
significantly improve generalization performance. However, the contribution of
pre-training is often overlooked and understudied, with limited theoretical
understanding of its impact on meta-learning performance. Further, pre-training
requires a consistent set of global labels shared across training tasks, which
may be unavailable in practice. In this work, we address the above issues by
first showing the connection between pre-training and meta-learning. We discuss
why pre-training yields more robust meta-representation and connect the
theoretical analysis to existing works and empirical results. Secondly, we
introduce Meta Label Learning (MeLa), a novel meta-learning algorithm that
learns task relations by inferring global labels across tasks. This allows us
to exploit pre-training for FSL even when global labels are unavailable or
ill-defined. Lastly, we introduce an augmented pre-training procedure that
further improves the learned meta-representation. Empirically, MeLa outperforms
existing methods across a diverse range of benchmarks, in particular under a
more challenging setting where the number of training tasks is limited and
labels are task-specific. We also provide extensive ablation study to highlight
its key properties.",2212.11702v2,https://arxiv.org/pdf/2212.11702v2
"Imitation Is Not Enough: Robustifying Imitation with Reinforcement
  Learning for Challenging Driving Scenarios","Yiren Lu, Justin Fu, George Tucker, Xinlei Pan, Eli Bronstein, Rebecca Roelofs, Benjamin Sapp, Brandyn White, Aleksandra Faust, Shimon Whiteson, Dragomir Anguelov, Sergey Levine","Imitation learning (IL) is a simple and powerful way to use high-quality
human driving data, which can be collected at scale, to produce human-like
behavior. However, policies based on imitation learning alone often fail to
sufficiently account for safety and reliability concerns. In this paper, we
show how imitation learning combined with reinforcement learning using simple
rewards can substantially improve the safety and reliability of driving
policies over those learned from imitation alone. In particular, we train a
policy on over 100k miles of urban driving data, and measure its effectiveness
in test scenarios grouped by different levels of collision likelihood. Our
analysis shows that while imitation can perform well in low-difficulty
scenarios that are well-covered by the demonstration data, our proposed
approach significantly improves robustness on the most challenging scenarios
(over 38% reduction in failures). To our knowledge, this is the first
application of a combined imitation and reinforcement learning approach in
autonomous driving that utilizes large amounts of real-world human driving
data.",2212.11419v2,https://arxiv.org/pdf/2212.11419v2
Deep Unfolded Tensor Robust PCA with Self-supervised Learning,"Harry Dong, Megna Shah, Sean Donegan, Yuejie Chi","Tensor robust principal component analysis (RPCA), which seeks to separate a
low-rank tensor from its sparse corruptions, has been crucial in data science
and machine learning where tensor structures are becoming more prevalent. While
powerful, existing tensor RPCA algorithms can be difficult to use in practice,
as their performance can be sensitive to the choice of additional
hyperparameters, which are not straightforward to tune. In this paper, we
describe a fast and simple self-supervised model for tensor RPCA using deep
unfolding by only learning four hyperparameters. Despite its simplicity, our
model expunges the need for ground truth labels while maintaining competitive
or even greater performance compared to supervised deep unfolding. Furthermore,
our model is capable of operating in extreme data-starved scenarios. We
demonstrate these claims on a mix of synthetic data and real-world tasks,
comparing performance against previously studied supervised deep unfolding
methods and Bayesian optimization baselines.",2212.11346v1,https://arxiv.org/pdf/2212.11346v1
"Robust Path Selection in Software-defined WANs using Deep Reinforcement
  Learning","Shahrooz Pouryousef, Lixin Gao, Don Towsley","In the context of an efficient network traffic engineering process where the
network continuously measures a new traffic matrix and updates the set of paths
in the network, an automated process is required to quickly and efficiently
identify when and what set of paths should be used. Unfortunately, the burden
of finding the optimal solution for the network updating process in each given
time interval is high since the computation complexity of optimization
approaches using linear programming increases significantly as the size of the
network increases. In this paper, we use deep reinforcement learning to derive
a data-driven algorithm that does the path selection in the network considering
the overhead of route computation and path updates. Our proposed scheme
leverages information about past network behavior to identify a set of robust
paths to be used for multiple future time intervals to avoid the overhead of
updating the forwarding behavior of routers frequently. We compare the results
of our approach to other traffic engineering solutions through extensive
simulations across real network topologies. Our results demonstrate that our
scheme fares well by a factor of 40% with respect to reducing link utilization
compared to traditional TE schemes such as ECMP. Our scheme provides a slightly
higher link utilization (around 25%) compared to schemes that only minimize
link utilization and do not care about path updating overhead.",2212.11155v2,https://arxiv.org/pdf/2212.11155v2
"Revisiting Residual Networks for Adversarial Robustness: An
  Architectural Perspective","Shihua Huang, Zhichao Lu, Kalyanmoy Deb, Vishnu Naresh Boddeti","Efforts to improve the adversarial robustness of convolutional neural
networks have primarily focused on developing more effective adversarial
training methods. In contrast, little attention was devoted to analyzing the
role of architectural elements (such as topology, depth, and width) on
adversarial robustness. This paper seeks to bridge this gap and present a
holistic study on the impact of architectural design on adversarial robustness.
We focus on residual networks and consider architecture design at the block
level, i.e., topology, kernel size, activation, and normalization, as well as
at the network scaling level, i.e., depth and width of each block in the
network. In both cases, we first derive insights through systematic ablative
experiments. Then we design a robust residual block, dubbed RobustResBlock, and
a compound scaling rule, dubbed RobustScaling, to distribute depth and width at
the desired FLOP count. Finally, we combine RobustResBlock and RobustScaling
and present a portfolio of adversarially robust residual networks,
RobustResNets, spanning a broad spectrum of model capacities. Experimental
validation across multiple datasets and adversarial attacks demonstrate that
RobustResNets consistently outperform both the standard WRNs and other existing
robust architectures, achieving state-of-the-art AutoAttack robust accuracy of
61.1% without additional data and 63.7% with 500K external data while being
$2\times$ more compact in terms of parameters. Code is available at \url{
https://github.com/zhichao-lu/robust-residual-network}",2212.11005v1,https://arxiv.org/pdf/2212.11005v1
Audio Denoising for Robust Audio Fingerprinting,Kamil Akesbi,"Music discovery services let users identify songs from short mobile
recordings. These solutions are often based on Audio Fingerprinting, and rely
more specifically on the extraction of spectral peaks in order to be robust to
a number of distortions. Few works have been done to study the robustness of
these algorithms to background noise captured in real environments. In
particular, AFP systems still struggle when the signal to noise ratio is low,
i.e when the background noise is strong. In this project, we tackle this
problematic with Deep Learning. We test a new hybrid strategy which consists of
inserting a denoising DL model in front of a peak-based AFP algorithm. We
simulate noisy music recordings using a realistic data augmentation pipeline,
and train a DL model to denoise them. The denoising model limits the impact of
background noise on the AFP system's extracted peaks, improving its robustness
to noise. We further propose a novel loss function to adapt the DL model to the
considered AFP system, increasing its precision in terms of retrieved spectral
peaks. To the best of our knowledge, this hybrid strategy has not been tested
before.",2212.11277v1,https://arxiv.org/pdf/2212.11277v1
"Testing Occupational Gender Bias in Language Models: Towards Robust
  Measurement and Zero-Shot Debiasing","Yuen Chen, Vethavikashini Chithrra Raghuram, Justus Mattern, Mrinmaya Sachan, Rada Mihalcea, Bernhard Schölkopf, Zhijing Jin","Generated texts from large language models (LLMs) have been shown to exhibit
a variety of harmful, human-like biases against various demographics. These
findings motivate research efforts aiming to understand and measure such
effects. Prior works have proposed benchmarks for identifying and techniques
for mitigating these stereotypical associations. However, as recent research
pointed out, existing benchmarks lack a robust experimental setup, hindering
the inference of meaningful conclusions from their evaluation metrics. In this
paper, we introduce a list of desiderata for robustly measuring biases in
generative language models. Building upon these design principles, we propose a
benchmark called OCCUGENDER, with a bias-measuring procedure to investigate
occupational gender bias. We then use this benchmark to test several
state-of-the-art open-source LLMs, including Llama, Mistral, and their
instruction-tuned versions. The results show that these models exhibit
substantial occupational gender bias. We further propose prompting techniques
to mitigate these biases without requiring fine-tuning. Finally, we validate
the effectiveness of our methods through experiments on the same set of models.",2212.10678v2,https://arxiv.org/pdf/2212.10678v2
Policy Gradient in Robust MDPs with Global Convergence Guarantee,"Qiuhao Wang, Chin Pang Ho, Marek Petrik","Robust Markov decision processes (RMDPs) provide a promising framework for
computing reliable policies in the face of model errors. Many successful
reinforcement learning algorithms build on variations of policy-gradient
methods, but adapting these methods to RMDPs has been challenging. As a result,
the applicability of RMDPs to large, practical domains remains limited. This
paper proposes a new Double-Loop Robust Policy Gradient (DRPG), the first
generic policy gradient method for RMDPs. In contrast with prior robust policy
gradient algorithms, DRPG monotonically reduces approximation errors to
guarantee convergence to a globally optimal policy in tabular RMDPs. We
introduce a novel parametric transition kernel and solve the inner loop robust
policy via a gradient-based method. Finally, our numerical results demonstrate
the utility of our new algorithm and confirm its global convergence properties.",2212.10439v2,https://arxiv.org/pdf/2212.10439v2
"Walking Noise: On Layer-Specific Robustness of Neural Architectures
  against Noisy Computations and Associated Characteristic Learning Dynamics","Hendrik Borras, Bernhard Klein, Holger Fröning","Deep neural networks are extremely successful in various applications,
however they exhibit high computational demands and energy consumption. This is
exacerbated by stuttering technology scaling, prompting the need for novel
approaches to handle increasingly complex neural architectures. At the same
time, alternative computing technologies such as analog computing, which
promise groundbreaking improvements in energy efficiency, are inevitably
fraught with noise and inaccurate calculations. Such noisy computations are
more energy efficient, and, given a fixed power budget, also more time
efficient. However, like any kind of unsafe optimization, they require
countermeasures to ensure functionally correct results.
  This work considers noisy computations in an abstract form, and gears to
understand the implications of such noise on the accuracy of neural network
classifiers as an exemplary workload. We propose a methodology called Walking
Noise which injects layer-specific noise to measure the robustness and to
provide insights on the learning dynamics. In more detail, we investigate the
implications of additive, multiplicative and mixed noise for different
classification tasks and model architectures. While noisy training
significantly increases robustness for all noise types, we observe in
particular that it results in increased weight magnitudes and thus inherently
improves the signal-to-noise ratio for additive noise injection. Contrarily,
training with multiplicative noise can lead to a form of self-binarization of
the model parameters, leading to extreme robustness. We conclude with a
discussion of the use of this methodology in practice, among others, discussing
its use for tailored multi-execution in noisy environments.",2212.10430v2,https://arxiv.org/pdf/2212.10430v2
ReCode: Robustness Evaluation of Code Generation Models,"Shiqi Wang, Zheng Li, Haifeng Qian, Chenghao Yang, Zijian Wang, Mingyue Shang, Varun Kumar, Samson Tan, Baishakhi Ray, Parminder Bhatia, Ramesh Nallapati, Murali Krishna Ramanathan, Dan Roth, Bing Xiang","Code generation models have achieved impressive performance. However, they
tend to be brittle as slight edits to a prompt could lead to very different
generations; these robustness properties, critical for user experience when
deployed in real-life applications, are not well understood. Most existing
works on robustness in text or code tasks have focused on classification, while
robustness in generation tasks is an uncharted area and to date there is no
comprehensive benchmark for robustness in code generation. In this paper, we
propose ReCode, a comprehensive robustness evaluation benchmark for code
generation models. We customize over 30 transformations specifically for code
on docstrings, function and variable names, code syntax, and code format. They
are carefully designed to be natural in real-life coding practice, preserve the
original semantic meaning, and thus provide multifaceted assessments of a
model's robustness performance. With human annotators, we verified that over
90% of the perturbed prompts do not alter the semantic meaning of the original
prompt. In addition, we define robustness metrics for code generation models
considering the worst-case behavior under each type of perturbation, taking
advantage of the fact that executing the generated code can serve as objective
evaluation. We demonstrate ReCode on SOTA models using HumanEval, MBPP, as well
as function completion tasks derived from them. Interesting observations
include: better robustness for CodeGen over InCoder and GPT-J; models are most
sensitive to syntax perturbations; more challenging robustness evaluation on
MBPP over HumanEval.",2212.10264v1,https://arxiv.org/pdf/2212.10264v1
In and Out-of-Domain Text Adversarial Robustness via Label Smoothing,"Yahan Yang, Soham Dan, Dan Roth, Insup Lee","Recently it has been shown that state-of-the-art NLP models are vulnerable to
adversarial attacks, where the predictions of a model can be drastically
altered by slight modifications to the input (such as synonym substitutions).
While several defense techniques have been proposed, and adapted, to the
discrete nature of text adversarial attacks, the benefits of general-purpose
regularization methods such as label smoothing for language models, have not
been studied. In this paper, we study the adversarial robustness provided by
various label smoothing strategies in foundational models for diverse NLP tasks
in both in-domain and out-of-domain settings. Our experiments show that label
smoothing significantly improves adversarial robustness in pre-trained models
like BERT, against various popular attacks. We also analyze the relationship
between prediction confidence and robustness, showing that label smoothing
reduces over-confident errors on adversarial examples.",2212.10258v2,https://arxiv.org/pdf/2212.10258v2
Distributional Robustness Bounds Generalization Errors,"Shixiong Wang, Haowei Wang","Bayesian methods, distributionally robust optimization methods, and
regularization methods are three pillars of trustworthy machine learning
combating distributional uncertainty, e.g., the uncertainty of an empirical
distribution compared to the true underlying distribution. This paper
investigates the connections among the three frameworks and, in particular,
explores why these frameworks tend to have smaller generalization errors.
Specifically, first, we suggest a quantitative definition for ""distributional
robustness"", propose the concept of ""robustness measure"", and formalize several
philosophical concepts in distributionally robust optimization. Second, we show
that Bayesian methods are distributionally robust in the probably approximately
correct (PAC) sense; in addition, by constructing a Dirichlet-process-like
prior in Bayesian nonparametrics, it can be proven that any regularized
empirical risk minimization method is equivalent to a Bayesian method. Third,
we show that generalization errors of machine learning models can be
characterized using the distributional uncertainty of the nominal distribution
and the robustness measures of these machine learning models, which is a new
perspective to bound generalization errors, and therefore, explain the reason
why distributionally robust machine learning models, Bayesian models, and
regularization models tend to have smaller generalization errors in a unified
manner.",2212.09962v3,https://arxiv.org/pdf/2212.09962v3
"Robust and Resource-efficient Machine Learning Aided Viewport Prediction
  in Virtual Reality","Yuang Jiang, Konstantinos Poularakis, Diego Kiedanski, Sastry Kompella, Leandros Tassiulas","360-degree panoramic videos have gained considerable attention in recent
years due to the rapid development of head-mounted displays (HMDs) and
panoramic cameras. One major problem in streaming panoramic videos is that
panoramic videos are much larger in size compared to traditional ones.
Moreover, the user devices are often in a wireless environment, with limited
battery, computation power, and bandwidth. To reduce resource consumption,
researchers have proposed ways to predict the users' viewports so that only
part of the entire video needs to be transmitted from the server. However, the
robustness of such prediction approaches has been overlooked in the literature:
it is usually assumed that only a few models, pre-trained on past users'
experiences, are applied for prediction to all users. We observe that those
pre-trained models can perform poorly for some users because they might have
drastically different behaviors from the majority, and the pre-trained models
cannot capture the features in unseen videos. In this work, we propose a novel
meta learning based viewport prediction paradigm to alleviate the worst
prediction performance and ensure the robustness of viewport prediction. This
paradigm uses two machine learning models, where the first model predicts the
viewing direction, and the second model predicts the minimum video prefetch
size that can include the actual viewport. We first train two meta models so
that they are sensitive to new training data, and then quickly adapt them to
users while they are watching the videos. Evaluation results reveal that the
meta models can adapt quickly to each user, and can significantly increase the
prediction accuracy, especially for the worst-performing predictions.",2212.09945v1,https://arxiv.org/pdf/2212.09945v1
"Improving the Robustness of Summarization Models by Detecting and
  Removing Input Noise","Kundan Krishna, Yao Zhao, Jie Ren, Balaji Lakshminarayanan, Jiaming Luo, Mohammad Saleh, Peter J. Liu","The evaluation of abstractive summarization models typically uses test data
that is identically distributed as training data. In real-world practice,
documents to be summarized may contain input noise caused by text extraction
artifacts or data pipeline bugs. The robustness of model performance under
distribution shift caused by such noise is relatively under-studied. We present
a large empirical study quantifying the sometimes severe loss in performance
(up to 12 ROUGE-1 points) from different types of input noise for a range of
datasets and model sizes. We then propose a light-weight method for detecting
and removing such noise in the input during model inference without requiring
any extra training, auxiliary models, or even prior knowledge of the type of
noise. Our proposed approach effectively mitigates the loss in performance,
recovering a large fraction of the performance drop, sometimes as large as 11
ROUGE-1 points.",2212.09928v2,https://arxiv.org/pdf/2212.09928v2
"Robust Design and Evaluation of Predictive Algorithms under Unobserved
  Confounding","Ashesh Rambachan, Amanda Coston, Edward Kennedy","Predictive algorithms inform consequential decisions in settings where the
outcome is selectively observed given choices made by human decision makers. We
propose a unified framework for the robust design and evaluation of predictive
algorithms in selectively observed data. We impose general assumptions on how
much the outcome may vary on average between unselected and selected units
conditional on observed covariates and identified nuisance parameters,
formalizing popular empirical strategies for imputing missing data such as
proxy outcomes and instrumental variables. We develop debiased machine learning
estimators for the bounds on a large class of predictive performance estimands,
such as the conditional likelihood of the outcome, a predictive algorithm's
mean square error, true/false positive rate, and many others, under these
assumptions. In an administrative dataset from a large Australian financial
institution, we illustrate how varying assumptions on unobserved confounding
leads to meaningful changes in default risk predictions and evaluations of
credit scores across sensitive groups.",2212.09844v5,https://arxiv.org/pdf/2212.09844v5
"Robust Anomaly Map Assisted Multiple Defect Detection with Supervised
  Classification Techniques","Jože M. Rožanec, Patrik Zajec, Spyros Theodoropoulos, Erik Koehorst, Blaž Fortuna, Dunja Mladenić","Industry 4.0 aims to optimize the manufacturing environment by leveraging new
technological advances, such as new sensing capabilities and artificial
intelligence. The DRAEM technique has shown state-of-the-art performance for
unsupervised classification. The ability to create anomaly maps highlighting
areas where defects probably lie can be leveraged to provide cues to supervised
classification models and enhance their performance. Our research shows that
the best performance is achieved when training a defect detection model by
providing an image and the corresponding anomaly map as input. Furthermore,
such a setting provides consistent performance when framing the defect
detection as a binary or multiclass classification problem and is not affected
by class balancing policies. We performed the experiments on three datasets
with real-world data provided by Philips Consumer Lifestyle BV.",2212.09352v1,https://arxiv.org/pdf/2212.09352v1
"Estimating the Adversarial Robustness of Attributions in Text with
  Transformers","Adam Ivankay, Mattia Rigotti, Ivan Girardi, Chiara Marchiori, Pascal Frossard","Explanations are crucial parts of deep neural network (DNN) classifiers. In
high stakes applications, faithful and robust explanations are important to
understand and gain trust in DNN classifiers. However, recent work has shown
that state-of-the-art attribution methods in text classifiers are susceptible
to imperceptible adversarial perturbations that alter explanations
significantly while maintaining the correct prediction outcome. If undetected,
this can critically mislead the users of DNNs. Thus, it is crucial to
understand the influence of such adversarial perturbations on the networks'
explanations and their perceptibility. In this work, we establish a novel
definition of attribution robustness (AR) in text classification, based on
Lipschitz continuity. Crucially, it reflects both attribution change induced by
adversarial input alterations and perceptibility of such alterations. Moreover,
we introduce a wide set of text similarity measures to effectively capture
locality between two text samples and imperceptibility of adversarial
perturbations in text. We then propose our novel TransformerExplanationAttack
(TEA), a strong adversary that provides a tight estimation for attribution
robustness in text classification. TEA uses state-of-the-art language models to
extract word substitutions that result in fluent, contextual adversarial
samples. Finally, with experiments on several text classification
architectures, we show that TEA consistently outperforms current
state-of-the-art AR estimators, yielding perturbations that alter explanations
to a greater extent while being more fluent and less perceptible.",2212.09155v1,https://arxiv.org/pdf/2212.09155v1
"Confidence-aware Training of Smoothed Classifiers for Certified
  Robustness","Jongheon Jeong, Seojin Kim, Jinwoo Shin","Any classifier can be ""smoothed out"" under Gaussian noise to build a new
classifier that is provably robust to $\ell_2$-adversarial perturbations, viz.,
by averaging its predictions over the noise via randomized smoothing. Under the
smoothed classifiers, the fundamental trade-off between accuracy and
(adversarial) robustness has been well evidenced in the literature: i.e.,
increasing the robustness of a classifier for an input can be at the expense of
decreased accuracy for some other inputs. In this paper, we propose a simple
training method leveraging this trade-off to obtain robust smoothed
classifiers, in particular, through a sample-wise control of robustness over
the training samples. We make this control feasible by using ""accuracy under
Gaussian noise"" as an easy-to-compute proxy of adversarial robustness for an
input. Specifically, we differentiate the training objective depending on this
proxy to filter out samples that are unlikely to benefit from the worst-case
(adversarial) objective. Our experiments show that the proposed method, despite
its simplicity, consistently exhibits improved certified robustness upon
state-of-the-art training methods. Somewhat surprisingly, we find these
improvements persist even for other notions of robustness, e.g., to various
types of common corruptions.",2212.09000v2,https://arxiv.org/pdf/2212.09000v2
"A Robust Semantic Frame Parsing Pipeline on a New Complex Twitter
  Dataset","Yu Wang, Hongxia Jin","Most recent semantic frame parsing systems for spoken language understanding
(SLU) are designed based on recurrent neural networks. These systems display
decent performance on benchmark SLU datasets such as ATIS or SNIPS, which
contain short utterances with relatively simple patterns. However, the current
semantic frame parsing models lack a mechanism to handle out-of-distribution
(\emph{OOD}) patterns and out-of-vocabulary (\emph{OOV}) tokens. In this paper,
we introduce a robust semantic frame parsing pipeline that can handle both
\emph{OOD} patterns and \emph{OOV} tokens in conjunction with a new complex
Twitter dataset that contains long tweets with more \emph{OOD} patterns and
\emph{OOV} tokens. The new pipeline demonstrates much better results in
comparison to state-of-the-art baseline SLU models on both the SNIPS dataset
and the new Twitter dataset (Our new Twitter dataset can be downloaded from
https://1drv.ms/u/s!AroHb-W6_OAlavK4begsDsMALfE?e=c8f2XX ). Finally, we also
build an E2E application to demo the feasibility of our algorithm and show why
it is useful in real application.",2212.08987v1,https://arxiv.org/pdf/2212.08987v1
Language model acceptability judgements are not always robust to context,"Koustuv Sinha, Jon Gauthier, Aaron Mueller, Kanishka Misra, Keren Fuentes, Roger Levy, Adina Williams","Targeted syntactic evaluations of language models ask whether models show
stable preferences for syntactically acceptable content over minimal-pair
unacceptable inputs. Most targeted syntactic evaluation datasets ask models to
make these judgements with just a single context-free sentence as input. This
does not match language models' training regime, in which input sentences are
always highly contextualized by the surrounding corpus. This mismatch raises an
important question: how robust are models' syntactic judgements in different
contexts? In this paper, we investigate the stability of language models'
performance on targeted syntactic evaluations as we vary properties of the
input context: the length of the context, the types of syntactic phenomena it
contains, and whether or not there are violations of grammaticality. We find
that model judgements are generally robust when placed in randomly sampled
linguistic contexts. However, they are substantially unstable for contexts
containing syntactic structures matching those in the critical test content.
Among all tested models (GPT-2 and five variants of OPT), we significantly
improve models' judgements by providing contexts with matching syntactic
structures, and conversely significantly worsen them using unacceptable
contexts with matching but violated syntactic structures. This effect is
amplified by the length of the context, except for unrelated inputs. We show
that these changes in model performance are not explainable by simple features
matching the context and the test inputs, such as lexical overlap and
dependency overlap. This sensitivity to highly specific syntactic features of
the context can only be explained by the models' implicit in-context learning
abilities.",2212.08979v1,https://arxiv.org/pdf/2212.08979v1
