Title,Authors,Abstract,arXiv ID,PDF_Link
"A Data-dependent Approach for High Dimensional (Robust) Wasserstein
  Alignment","Hu Ding, Wenjie Liu, Mingquan Ye","Many real-world problems can be formulated as the alignment between two
geometric patterns. Previously, a great amount of research focus on the
alignment of 2D or 3D patterns in the field of computer vision. Recently, the
alignment problem in high dimensions finds several novel applications in
practice. However, the research is still rather limited in the algorithmic
aspect. To the best of our knowledge, most existing approaches are just simple
extensions of their counterparts for 2D and 3D cases, and often suffer from the
issues such as high computational complexities. In this paper, we propose an
effective framework to compress the high dimensional geometric patterns. Any
existing alignment method can be applied to the compressed geometric patterns
and the time complexity can be significantly reduced. Our idea is inspired by
the observation that high dimensional data often has a low intrinsic dimension.
Our framework is a ``data-dependent'' approach that has the complexity
depending on the intrinsic dimension of the input data. Our experimental
results reveal that running the alignment algorithm on compressed patterns can
achieve similar qualities, comparing with the results on the original patterns,
but the runtimes (including the times cost for compression) are substantially
lower.",2209.02905v2,https://arxiv.org/pdf/2209.02905v2
"Conflict-Aware Pseudo Labeling via Optimal Transport for Entity
  Alignment","Qijie Ding, Daokun Zhang, Jie Yin","Entity alignment aims to discover unique equivalent entity pairs with the
same meaning across different knowledge graphs (KGs). Existing models have
focused on projecting KGs into a latent embedding space so that inherent
semantics between entities can be captured for entity alignment. However, the
adverse impacts of alignment conflicts have been largely overlooked during
training, thereby limiting the entity alignment performance. To address this
issue, we propose a novel Conflict-aware Pseudo Labeling via Optimal Transport
model (CPL-OT) for entity alignment. The key idea is to iteratively
pseudo-label alignment pairs empowered with conflict-aware optimal transport
(OT) modeling to boost the precision of entity alignment. CPL-OT is composed of
two key components -- entity embedding learning with global-local aggregation
and iterative conflict-aware pseudo labeling -- that mutually reinforce each
other. To mitigate alignment conflicts during pseudo labeling, we propose to
use optimal transport as an effective means to warrant one-to-one entity
alignment between two KGs with the minimal overall transport cost. Extensive
experiments on benchmark datasets validate the superiority of CPL-OT over
state-of-the-art baselines under both settings with and without prior alignment
seeds.",2209.01847v2,https://arxiv.org/pdf/2209.01847v2
Multi-modal Contrastive Representation Learning for Entity Alignment,"Zhenxi Lin, Ziheng Zhang, Meng Wang, Yinghui Shi, Xian Wu, Yefeng Zheng","Multi-modal entity alignment aims to identify equivalent entities between two
different multi-modal knowledge graphs, which consist of structural triples and
images associated with entities. Most previous works focus on how to utilize
and encode information from different modalities, while it is not trivial to
leverage multi-modal knowledge in entity alignment because of the modality
heterogeneity. In this paper, we propose MCLEA, a Multi-modal Contrastive
Learning based Entity Alignment model, to obtain effective joint
representations for multi-modal entity alignment. Different from previous
works, MCLEA considers task-oriented modality and models the inter-modal
relationships for each entity representation. In particular, MCLEA firstly
learns multiple individual representations from multiple modalities, and then
performs contrastive learning to jointly model intra-modal and inter-modal
interactions. Extensive experimental results show that MCLEA outperforms
state-of-the-art baselines on public datasets under both supervised and
unsupervised settings.",2209.00891v1,https://arxiv.org/pdf/2209.00891v1
"Feature Alignment by Uncertainty and Self-Training for Source-Free
  Unsupervised Domain Adaptation","JoonHo Lee, Gyemin Lee","Most unsupervised domain adaptation (UDA) methods assume that labeled source
images are available during model adaptation. However, this assumption is often
infeasible owing to confidentiality issues or memory constraints on mobile
devices. Some recently developed approaches do not require source images during
adaptation, but they show limited performance on perturbed images. To address
these problems, we propose a novel source-free UDA method that uses only a
pre-trained source model and unlabeled target images. Our method captures the
aleatoric uncertainty by incorporating data augmentation and trains the feature
generator with two consistency objectives. The feature generator is encouraged
to learn consistent visual features away from the decision boundaries of the
head classifier. Thus, the adapted model becomes more robust to image
perturbations. Inspired by self-supervised learning, our method promotes
inter-space alignment between the prediction space and the feature space while
incorporating intra-space consistency within the feature space to reduce the
domain gap between the source and target domains. We also consider epistemic
uncertainty to boost the model adaptation performance. Extensive experiments on
popular UDA benchmark datasets demonstrate that the proposed source-free method
is comparable or even superior to vanilla UDA methods. Moreover, the adapted
models show more robust results when input images are perturbed.",2208.14888v2,https://arxiv.org/pdf/2208.14888v2
"Competition, Alignment, and Equilibria in Digital Marketplaces","Meena Jagadeesan, Michael I. Jordan, Nika Haghtalab","Competition between traditional platforms is known to improve user utility by
aligning the platform's actions with user preferences. But to what extent is
alignment exhibited in data-driven marketplaces? To study this question from a
theoretical perspective, we introduce a duopoly market where platform actions
are bandit algorithms and the two platforms compete for user participation. A
salient feature of this market is that the quality of recommendations depends
on both the bandit algorithm and the amount of data provided by interactions
from users. This interdependency between the algorithm performance and the
actions of users complicates the structure of market equilibria and their
quality in terms of user utility. Our main finding is that competition in this
market does not perfectly align market outcomes with user utility.
Interestingly, market outcomes exhibit misalignment not only when the platforms
have separate data repositories, but also when the platforms have a shared data
repository. Nonetheless, the data sharing assumptions impact what mechanism
drives misalignment and also affect the specific form of misalignment (e.g. the
quality of the best-case and worst-case market outcomes). More broadly, our
work illustrates that competition in digital marketplaces has subtle
consequences for user utility that merit further investigation.",2208.14423v2,https://arxiv.org/pdf/2208.14423v2
The Alignment Problem from a Deep Learning Perspective,"Richard Ngo, Lawrence Chan, Sören Mindermann","In coming years or decades, artificial general intelligence (AGI) may surpass
human capabilities at many critical tasks. We argue that, without substantial
effort to prevent it, AGIs could learn to pursue goals that are in conflict
(i.e. misaligned) with human interests. If trained like today's most capable
models, AGIs could learn to act deceptively to receive higher reward, learn
misaligned internally-represented goals which generalize beyond their
fine-tuning distributions, and pursue those goals using power-seeking
strategies. We review emerging evidence for these properties. AGIs with these
properties would be difficult to align and may appear aligned even when they
are not. Finally, we briefly outline how the deployment of misaligned AGIs
might irreversibly undermine human control over the world, and we review
research directions aimed at preventing this outcome.",2209.00626v6,https://arxiv.org/pdf/2209.00626v6
"Efficient Vision-Language Pretraining with Visual Concepts and
  Hierarchical Alignment","Mustafa Shukor, Guillaume Couairon, Matthieu Cord","Vision and Language Pretraining has become the prevalent approach for
tackling multimodal downstream tasks. The current trend is to move towards ever
larger models and pretraining datasets. This computational headlong rush does
not seem reasonable in the long term to move toward sustainable solutions, and
de facto excludes academic laboratories with limited resources. In this work,
we propose a new framework, dubbed ViCHA, that efficiently exploits the input
data to boost the learning by: (a) a new hierarchical cross-modal alignment
loss, (b) new self-supervised scheme based on masked image modeling, (c)
leveraging image-level annotations, called Visual Concepts, obtained with
existing foundation models such as CLIP to boost the performance of the image
encoder. Although pretrained on four times less data, our ViCHA strategy
outperforms other approaches on several downstream tasks such as Image-Text
Retrieval, VQA, Visual Reasoning, Visual Entailment and Visual Grounding. The
code will be made publicly available here: https://github.com/mshukor/ViCHA",2208.13628v2,https://arxiv.org/pdf/2208.13628v2
"Deformation equivariant cross-modality image synthesis with paired
  non-aligned training data","Joel Honkamaa, Umair Khan, Sonja Koivukoski, Mira Valkonen, Leena Latonen, Pekka Ruusuvuori, Pekka Marttinen","Cross-modality image synthesis is an active research topic with multiple
medical clinically relevant applications. Recently, methods allowing training
with paired but misaligned data have started to emerge. However, no robust and
well-performing methods applicable to a wide range of real world data sets
exist. In this work, we propose a generic solution to the problem of
cross-modality image synthesis with paired but non-aligned data by introducing
new deformation equivariance encouraging loss functions. The method consists of
joint training of an image synthesis network together with separate
registration networks and allows adversarial training conditioned on the input
even with misaligned data. The work lowers the bar for new clinical
applications by allowing effortless training of cross-modality image synthesis
networks for more difficult data sets.",2208.12491v2,https://arxiv.org/pdf/2208.12491v2
"Towards Higher-order Topological Consistency for Unsupervised Network
  Alignment","Qingqiang Sun, Xuemin Lin, Ying Zhang, Wenjie Zhang, Chaoqi Chen","Network alignment task, which aims to identify corresponding nodes in
different networks, is of great significance for many subsequent applications.
Without the need for labeled anchor links, unsupervised alignment methods have
been attracting more and more attention. However, the topological consistency
assumptions defined by existing methods are generally low-order and less
accurate because only the edge-indiscriminative topological pattern is
considered, which is especially risky in an unsupervised setting. To reposition
the focus of the alignment process from low-order to higher-order topological
consistency, in this paper, we propose a fully unsupervised network alignment
framework named HTC. The proposed higher-order topological consistency is
formulated based on edge orbits, which is merged into the information
aggregation process of a graph convolutional network so that the alignment
consistencies are transformed into the similarity of node embeddings.
Furthermore, the encoder is trained to be multi-orbit-aware and then be refined
to identify more trusted anchor links. Node correspondence is comprehensively
evaluated by integrating all different orders of consistency. {In addition to
sound theoretical analysis, the superiority of the proposed method is also
empirically demonstrated through extensive experimental evaluation. On three
pairs of real-world datasets and two pairs of synthetic datasets, our HTC
consistently outperforms a wide variety of unsupervised and supervised methods
with the least or comparable time consumption. It also exhibits robustness to
structural noise as a result of our multi-orbit-aware training mechanism.",2208.12463v1,https://arxiv.org/pdf/2208.12463v1
Modelling the Recommender Alignment Problem,Francisco Carvalho,"Recommender systems (RS) mediate human experience online. Most RS act to
optimize metrics that are imperfectly aligned with the best-interest of users
but are easy to measure, like ad-clicks and user engagement. This has resulted
in a host of hard-to-measure side-effects: political polarization, addiction,
fake news. RS design faces a recommender alignment problem: that of aligning
recommendations with the goals of users, system designers, and society as a
whole. But how do we test and compare potential solutions to align RS? Their
massive scale makes them costly and risky to test in deployment. We synthesized
a simple abstract modelling framework to guide future work.
  To illustrate it, we construct a toy experiment where we ask: ""How can we
evaluate the consequences of using user retention as a reward function?"" To
answer the question, we learn recommender policies that optimize reward
functions by controlling graph dynamics on a toy environment. Based on the
effects that trained recommenders have on their environment, we conclude that
engagement maximizers generally lead to worse outcomes than aligned
recommenders but not always. After learning, we examine competition between RS
as a potential solution to RS alignment. We find that it generally makes our
toy-society better-off than it would be under the absence of recommendation or
engagement maximizers.
  In this work, we aimed for a broad scope, touching superficially on many
different points to shed light on how an end-to-end study of reward functions
for recommender systems might be done. Recommender alignment is a pressing and
important problem. Attempted solutions are sure to have far-reaching impacts.
Here, we take a first step in developing methods to evaluating and comparing
solutions with respect to their impacts on society.",2208.12299v1,https://arxiv.org/pdf/2208.12299v1
"On Reality and the Limits of Language Data: Aligning LLMs with Human
  Norms","Nigel H. Collier, Fangyu Liu, Ehsan Shareghi","Recent advancements in Large Language Models (LLMs) harness linguistic
associations in vast natural language data for practical applications. However,
their ability to understand the physical world using only language data remains
a question. After reviewing existing protocols, we explore this question using
a novel and tightly controlled reasoning test (ART) and compare human norms
against versions of GPT-3. Our findings highlight the categories of
common-sense relations models that could learn directly from data and areas of
weakness. GPT-3 offers evidence for verbal reasoning on a par with human
subjects for several relations including Synonymy, Antonymy, and Default
inheritance, Without reinforcement learning from human judgements, it appears
GPT-3 performs at the lower end of the reference interval for Has-part and
Contained-in. Weaknesses were observed also in affordance characteristics
through Necessary-quality, Order-of-size and Order-of-intensity. Combining LLMs
with symbolic world grounding is a promising direction to address associative
learning.",2208.11981v2,https://arxiv.org/pdf/2208.11981v2
"Grad-Align+: Empowering Gradual Network Alignment Using Attribute
  Augmentation","Jin-Duk Park, Cong Tran, Won-Yong Shin, Xin Cao","Network alignment (NA) is the task of discovering node correspondences across
different networks. Although NA methods have achieved remarkable success in a
myriad of scenarios, their satisfactory performance is not without prior anchor
link information and/or node attributes, which may not always be available. In
this paper, we propose Grad-Align+, a novel NA method using node attribute
augmentation that is quite robust to the absence of such additional
information. Grad-Align+ is built upon a recent state-of-the-art NA method, the
so-called Grad-Align, that gradually discovers only a part of node pairs until
all node pairs are found. Specifically, Grad-Align+ is composed of the
following key components: 1) augmenting node attributes based on nodes'
centrality measures, 2) calculating an embedding similarity matrix extracted
from a graph neural network into which the augmented node attributes are fed,
and 3) gradually discovering node pairs by calculating similarities between
cross-network nodes with respect to the aligned cross-network neighbor-pair.
Experimental results demonstrate that Grad-Align+ exhibits (a) superiority over
benchmark NA methods, (b) empirical validation of our theoretical findings, and
(c) the effectiveness of our attribute augmentation module.",2208.11025v2,https://arxiv.org/pdf/2208.11025v2
"Large-scale Entity Alignment via Knowledge Graph Merging, Partitioning
  and Embedding","Kexuan Xin, Zequn Sun, Wen Hua, Wei Hu, Jianfeng Qu, Xiaofang Zhou","Entity alignment is a crucial task in knowledge graph fusion. However, most
entity alignment approaches have the scalability problem. Recent methods
address this issue by dividing large KGs into small blocks for embedding and
alignment learning in each. However, such a partitioning and learning process
results in an excessive loss of structure and alignment. Therefore, in this
work, we propose a scalable GNN-based entity alignment approach to reduce the
structure and alignment loss from three perspectives. First, we propose a
centrality-based subgraph generation algorithm to recall some landmark entities
serving as the bridges between different subgraphs. Second, we introduce
self-supervised entity reconstruction to recover entity representations from
incomplete neighborhood subgraphs, and design cross-subgraph negative sampling
to incorporate entities from other subgraphs in alignment learning. Third,
during the inference process, we merge the embeddings of subgraphs to make a
single space for alignment search. Experimental results on the benchmark OpenEA
dataset and the proposed large DBpedia1M dataset verify the effectiveness of
our approach.",2208.11125v1,https://arxiv.org/pdf/2208.11125v1
"CAPER: Coarsen, Align, Project, Refine - A General Multilevel Framework
  for Network Alignment","Jing Zhu, Danai Koutra, Mark Heimann","Network alignment, or the task of finding corresponding nodes in different
networks, is an important problem formulation in many application domains. We
propose CAPER, a multilevel alignment framework that Coarsens the input graphs,
Aligns the coarsened graphs, Projects the alignment solution to finer levels
and Refines the alignment solution. We show that CAPER can improve upon many
different existing network alignment algorithms by enforcing alignment
consistency across multiple graph resolutions: nodes matched at finer levels
should also be matched at coarser levels. CAPER also accelerates the use of
slower network alignment methods, at the modest cost of linear-time coarsening
and refinement steps, by allowing them to be run on smaller coarsened versions
of the input graphs. Experiments show that CAPER can improve upon diverse
network alignment methods by an average of 33% in accuracy and/or an order of
magnitude faster in runtime.",2208.10682v1,https://arxiv.org/pdf/2208.10682v1
High-quality Task Division for Large-scale Entity Alignment,"Bing Liu, Wen Hua, Guido Zuccon, Genghong Zhao, Xia Zhang","Entity Alignment (EA) aims to match equivalent entities that refer to the
same real-world objects and is a key step for Knowledge Graph (KG) fusion. Most
neural EA models cannot be applied to large-scale real-life KGs due to their
excessive consumption of GPU memory and time. One promising solution is to
divide a large EA task into several subtasks such that each subtask only needs
to match two small subgraphs of the original KGs. However, it is challenging to
divide the EA task without losing effectiveness. Existing methods display low
coverage of potential mappings, insufficient evidence in context graphs, and
largely differing subtask sizes.
  In this work, we design the DivEA framework for large-scale EA with
high-quality task division. To include in the EA subtasks a high proportion of
the potential mappings originally present in the large EA task, we devise a
counterpart discovery method that exploits the locality principle of the EA
task and the power of trained EA models. Unique to our counterpart discovery
method is the explicit modelling of the chance of a potential mapping. We also
introduce an evidence passing mechanism to quantify the informativeness of
context entities and find the most informative context graphs with flexible
control of the subtask size. Extensive experiments show that DivEA achieves
higher EA performance than alternative state-of-the-art solutions.",2208.10366v1,https://arxiv.org/pdf/2208.10366v1
"Open Vocabulary Multi-Label Classification with Dual-Modal Decoder on
  Aligned Visual-Textual Features","Shichao Xu, Yikang Li, Jenhao Hsiao, Chiuman Ho, Zhu Qi","In computer vision, multi-label recognition are important tasks with many
real-world applications, but classifying previously unseen labels remains a
significant challenge. In this paper, we propose a novel algorithm, Aligned
Dual moDality ClaSsifier (ADDS), which includes a Dual-Modal decoder
(DM-decoder) with alignment between visual and textual features, for
open-vocabulary multi-label classification tasks. Then we design a simple and
yet effective method called Pyramid-Forwarding to enhance the performance for
inputs with high resolutions. Moreover, the Selective Language Supervision is
applied to further enhance the model performance. Extensive experiments
conducted on several standard benchmarks, NUS-WIDE, ImageNet-1k, ImageNet-21k,
and MS-COCO, demonstrate that our approach significantly outperforms previous
methods and provides state-of-the-art performance for open-vocabulary
multi-label classification, conventional multi-label classification and an
extreme case called single-to-multi label classification where models trained
on single-label datasets (ImageNet-1k, ImageNet-21k) are tested on multi-label
ones (MS-COCO and NUS-WIDE).",2208.09562v2,https://arxiv.org/pdf/2208.09562v2
"CASE: Aligning Coarse-to-Fine Cognition and Affection for Empathetic
  Response Generation","Jinfeng Zhou, Chujie Zheng, Bo Wang, Zheng Zhang, Minlie Huang","Empathetic conversation is psychologically supposed to be the result of
conscious alignment and interaction between the cognition and affection of
empathy. However, existing empathetic dialogue models usually consider only the
affective aspect or treat cognition and affection in isolation, which limits
the capability of empathetic response generation. In this work, we propose the
CASE model for empathetic dialogue generation. It first builds upon a
commonsense cognition graph and an emotional concept graph and then aligns the
user's cognition and affection at both the coarse-grained and fine-grained
levels. Through automatic and manual evaluation, we demonstrate that CASE
outperforms state-of-the-art baselines of empathetic dialogues and can generate
more empathetic and informative responses.",2208.08845v2,https://arxiv.org/pdf/2208.08845v2
"Efficient Signed Graph Sampling via Balancing & Gershgorin Disc Perfect
  Alignment","Chinthaka Dinesh, Gene Cheung, Saghar Bagheri, Ivan V. Bajic","A basic premise in graph signal processing (GSP) is that a graph encoding
pairwise (anti-)correlations of the targeted signal as edge weights is
exploited for graph filtering. However, existing fast graph sampling schemes
are designed and tested only for positive graphs describing positive
correlations. In this paper, we show that for datasets with strong inherent
anti-correlations, a suitable graph contains both positive and negative edge
weights. In response, we propose a linear-time signed graph sampling method
centered on the concept of balanced signed graphs. Specifically, given an
empirical covariance data matrix $\bar{\bf{C}}$, we first learn a sparse
inverse matrix (graph Laplacian) $\mathcal{L}$ corresponding to a signed graph
$\mathcal{G}$. We define the eigenvectors of Laplacian $\mathcal{L}_B$ for a
balanced signed graph $\mathcal{G}_B$ -- approximating $\mathcal{G}$ via edge
weight augmentation -- as graph frequency components. Next, we choose samples
to minimize the low-pass filter reconstruction error in two steps. We first
align all Gershgorin disc left-ends of Laplacian $\mathcal{L}_B$ at smallest
eigenvalue $\lambda_{\min}(\mathcal{L}_B)$ via similarity transform
$\mathcal{L}_p = \S \mathcal{L}_B \S^{-1}$, leveraging a recent linear algebra
theorem called Gershgorin disc perfect alignment (GDPA). We then perform
sampling on $\mathcal{L}_p$ using a previous fast Gershgorin disc alignment
sampling (GDAS) scheme. Experimental results show that our signed graph
sampling method outperformed existing fast sampling schemes noticeably on
various datasets.",2208.08726v2,https://arxiv.org/pdf/2208.08726v2
"LAMA-Net: Unsupervised Domain Adaptation via Latent Alignment and
  Manifold Learning for RUL Prediction","Manu Joseph, Varchita Lalwani","Prognostics and Health Management (PHM) is an emerging field which has
received much attention from the manufacturing industry because of the benefits
and efficiencies it brings to the table. And Remaining Useful Life (RUL)
prediction is at the heart of any PHM system. Most recent data-driven research
demand substantial volumes of labelled training data before a performant model
can be trained under the supervised learning paradigm. This is where Transfer
Learning (TL) and Domain Adaptation (DA) methods step in and make it possible
for us to generalize a supervised model to other domains with different data
distributions with no labelled data. In this paper, we propose
\textit{LAMA-Net}, an encoder-decoder based model (Transformer) with an induced
bottleneck, Latent Alignment using Maximum Mean Discrepancy (MMD) and manifold
learning is proposed to tackle the problem of Unsupervised Homogeneous Domain
Adaptation for RUL prediction. \textit{LAMA-Net} is validated using the C-MAPSS
Turbofan Engine dataset by NASA and compared against other state-of-the-art
techniques for DA. The results suggest that the proposed method offers a
promising approach to perform domain adaptation in RUL prediction. Code will be
made available once the paper comes out of review.",2208.08388v1,https://arxiv.org/pdf/2208.08388v1
"Parallel Hierarchical Transformer with Attention Alignment for
  Abstractive Multi-Document Summarization","Ye Ma, Lu Zong","In comparison to single-document summarization, abstractive Multi-Document
Summarization (MDS) brings challenges on the representation and coverage of its
lengthy and linked sources. This study develops a Parallel Hierarchical
Transformer (PHT) with attention alignment for MDS. By incorporating word- and
paragraph-level multi-head attentions, the hierarchical architecture of PHT
allows better processing of dependencies at both token and document levels. To
guide the decoding towards a better coverage of the source documents, the
attention-alignment mechanism is then introduced to calibrate beam search with
predicted optimal attention distributions. Based on the WikiSum data, a
comprehensive evaluation is conducted to test improvements on MDS by the
proposed architecture. By better handling the inner- and cross-document
information, results in both ROUGE and human evaluation suggest that our
hierarchical model generates summaries of higher quality relative to other
Transformer-based baselines at relatively low computational cost.",2208.07845v1,https://arxiv.org/pdf/2208.07845v1
Can Brain Signals Reveal Inner Alignment with Human Languages?,"William Han, Jielin Qiu, Jiacheng Zhu, Mengdi Xu, Douglas Weber, Bo Li, Ding Zhao","Brain Signals, such as Electroencephalography (EEG), and human languages have
been widely explored independently for many downstream tasks, however, the
connection between them has not been well explored. In this study, we explore
the relationship and dependency between EEG and language. To study at the
representation level, we introduced \textbf{MTAM}, a \textbf{M}ultimodal
\textbf{T}ransformer \textbf{A}lignment \textbf{M}odel, to observe coordinated
representations between the two modalities. We used various relationship
alignment-seeking techniques, such as Canonical Correlation Analysis and
Wasserstein Distance, as loss functions to transfigure features. On downstream
applications, sentiment analysis and relation detection, we achieved new
state-of-the-art results on two datasets, ZuCo and K-EmoCon. Our method
achieved an F1-score improvement of 1.7% on K-EmoCon and 9.3% on Zuco datasets
for sentiment analysis, and 7.4% on ZuCo for relation detection. In addition,
we provide interpretations of the performance improvement: (1) feature
distribution shows the effectiveness of the alignment module for discovering
and encoding the relationship between EEG and language; (2) alignment weights
show the influence of different language semantics as well as EEG frequency
features; (3) brain topographical maps provide an intuitive demonstration of
the connectivity in the brain regions. Our code is available at
\url{https://github.com/Jason-Qiu/EEG_Language_Alignment}.",2208.06348v5,https://arxiv.org/pdf/2208.06348v5
"RDA: Reciprocal Distribution Alignment for Robust Semi-supervised
  Learning","Yue Duan, Lei Qi, Lei Wang, Luping Zhou, Yinghuan Shi","In this work, we propose Reciprocal Distribution Alignment (RDA) to address
semi-supervised learning (SSL), which is a hyperparameter-free framework that
is independent of confidence threshold and works with both the matched
(conventionally) and the mismatched class distributions. Distribution mismatch
is an often overlooked but more general SSL scenario where the labeled and the
unlabeled data do not fall into the identical class distribution. This may lead
to the model not exploiting the labeled data reliably and drastically degrade
the performance of SSL methods, which could not be rescued by the traditional
distribution alignment. In RDA, we enforce a reciprocal alignment on the
distributions of the predictions from two classifiers predicting pseudo-labels
and complementary labels on the unlabeled data. These two distributions,
carrying complementary information, could be utilized to regularize each other
without any prior of class distribution. Moreover, we theoretically show that
RDA maximizes the input-output mutual information. Our approach achieves
promising performance in SSL under a variety of scenarios of mismatched
distributions, as well as the conventional matched SSL setting. Our code is
available at: https://github.com/NJUyued/RDA4RobustSSL.",2208.04619v2,https://arxiv.org/pdf/2208.04619v2
"Embedding Alignment for Unsupervised Federated Learning via Smart Data
  Exchange","Satyavrat Wagle, Seyyedali Hosseinalipour, Naji Khosravan, Mung Chiang, Christopher G. Brinton","Federated learning (FL) has been recognized as one of the most promising
solutions for distributed machine learning (ML). In most of the current
literature, FL has been studied for supervised ML tasks, in which edge devices
collect labeled data. Nevertheless, in many applications, it is impractical to
assume existence of labeled data across devices. To this end, we develop a
novel methodology, Cooperative Federated unsupervised Contrastive Learning
(CF-CL), for FL across edge devices with unlabeled datasets. CF-CL employs
local device cooperation where data are exchanged among devices through
device-to-device (D2D) communications to avoid local model bias resulting from
non-independent and identically distributed (non-i.i.d.) local datasets. CF-CL
introduces a push-pull smart data sharing mechanism tailored to unsupervised FL
settings, in which, each device pushes a subset of its local datapoints to its
neighbors as reserved data points, and pulls a set of datapoints from its
neighbors, sampled through a probabilistic importance sampling technique. We
demonstrate that CF-CL leads to (i) alignment of unsupervised learned latent
spaces across devices, (ii) faster global convergence, allowing for less
frequent global model aggregations; and (iii) is effective in extreme
non-i.i.d. data settings across the devices.",2208.02856v1,https://arxiv.org/pdf/2208.02856v1
"Late Fusion Multi-view Clustering via Global and Local Alignment
  Maximization","Siwei Wang, Xinwang Liu, En Zhu","Multi-view clustering (MVC) optimally integrates complementary information
from different views to improve clustering performance. Although demonstrating
promising performance in various applications, most of existing approaches
directly fuse multiple pre-specified similarities to learn an optimal
similarity matrix for clustering, which could cause over-complicated
optimization and intensive computational cost. In this paper, we propose late
fusion MVC via alignment maximization to address these issues. To do so, we
first reveal the theoretical connection of existing k-means clustering and the
alignment between base partitions and the consensus one. Based on this
observation, we propose a simple but effective multi-view algorithm termed
LF-MVC-GAM. It optimally fuses multiple source information in partition level
from each individual view, and maximally aligns the consensus partition with
these weighted base ones. Such an alignment is beneficial to integrate
partition level information and significantly reduce the computational
complexity by sufficiently simplifying the optimization procedure. We then
design another variant, LF-MVC-LAM to further improve the clustering
performance by preserving the local intrinsic structure among multiple
partition spaces. After that, we develop two three-step iterative algorithms to
solve the resultant optimization problems with theoretically guaranteed
convergence. Further, we provide the generalization error bound analysis of the
proposed algorithms. Extensive experiments on eighteen multi-view benchmark
datasets demonstrate the effectiveness and efficiency of the proposed
LF-MVC-GAM and LF-MVC-LAM, ranging from small to large-scale data items. The
codes of the proposed algorithms are publicly available at
https://github.com/wangsiwei2010/latefusionalignment.",2208.01198v1,https://arxiv.org/pdf/2208.01198v1
"Joint covariate-alignment and concept-alignment: a framework for domain
  generalization","Thuan Nguyen, Boyang Lyu, Prakash Ishwar, Matthias Scheutz, Shuchin Aeron","In this paper, we propose a novel domain generalization (DG) framework based
on a new upper bound to the risk on the unseen domain. Particularly, our
framework proposes to jointly minimize both the covariate-shift as well as the
concept-shift between the seen domains for a better performance on the unseen
domain. While the proposed approach can be implemented via an arbitrary
combination of covariate-alignment and concept-alignment modules, in this work
we use well-established approaches for distributional alignment namely, Maximum
Mean Discrepancy (MMD) and covariance Alignment (CORAL), and use an Invariant
Risk Minimization (IRM)-based approach for concept alignment. Our numerical
results show that the proposed methods perform as well as or better than the
state-of-the-art for domain generalization on several data sets.",2208.00898v1,https://arxiv.org/pdf/2208.00898v1
Cross-Modal Alignment Learning of Vision-Language Conceptual Systems,"Taehyeong Kim, Hyeonseop Song, Byoung-Tak Zhang","Human infants learn the names of objects and develop their own conceptual
systems without explicit supervision. In this study, we propose methods for
learning aligned vision-language conceptual systems inspired by infants' word
learning mechanisms. The proposed model learns the associations of visual
objects and words online and gradually constructs cross-modal relational graph
networks. Additionally, we also propose an aligned cross-modal representation
learning method that learns semantic representations of visual objects and
words in a self-supervised manner based on the cross-modal relational graph
networks. It allows entities of different modalities with conceptually the same
meaning to have similar semantic representation vectors. We quantitatively and
qualitatively evaluate our method, including object-to-word mapping and
zero-shot learning tasks, showing that the proposed model significantly
outperforms the baselines and that each conceptual system is topologically
aligned.",2208.01744v1,https://arxiv.org/pdf/2208.01744v1
"ALADIN: Distilling Fine-grained Alignment Scores for Efficient
  Image-Text Matching and Retrieval","Nicola Messina, Matteo Stefanini, Marcella Cornia, Lorenzo Baraldi, Fabrizio Falchi, Giuseppe Amato, Rita Cucchiara","Image-text matching is gaining a leading role among tasks involving the joint
understanding of vision and language. In literature, this task is often used as
a pre-training objective to forge architectures able to jointly deal with
images and texts. Nonetheless, it has a direct downstream application:
cross-modal retrieval, which consists in finding images related to a given
query text or vice-versa. Solving this task is of critical importance in
cross-modal search engines. Many recent methods proposed effective solutions to
the image-text matching problem, mostly using recent large vision-language (VL)
Transformer networks. However, these models are often computationally
expensive, especially at inference time. This prevents their adoption in
large-scale cross-modal retrieval scenarios, where results should be provided
to the user almost instantaneously. In this paper, we propose to fill in the
gap between effectiveness and efficiency by proposing an ALign And DIstill
Network (ALADIN). ALADIN first produces high-effective scores by aligning at
fine-grained level images and texts. Then, it learns a shared embedding space -
where an efficient kNN search can be performed - by distilling the relevance
scores obtained from the fine-grained alignments. We obtained remarkable
results on MS-COCO, showing that our method can compete with state-of-the-art
VL Transformers while being almost 90 times faster. The code for reproducing
our results is available at https://github.com/mesnico/ALADIN.",2207.14757v1,https://arxiv.org/pdf/2207.14757v1
